marker,article,previous,current,next,link
"(Xue et al., 2003)",D15-1142,Considerable efforts have been made in the NLP community in the study of Chinese word segmentation.,"The most popular supervised approach treats word segmentation as a sequence labeling problem, as first proposed by (Xue et al., 2003).","Most previous systems have addressed this task using linear statistical models with carefully designed features ((Peng et al., 2004); (Asahara et",http://www.aclweb.org/anthology/D/D15/D15-1142.pdf
"(Peng et al., 2004)",D15-1142,"The most popular supervised approach treats word segmentation as a sequence labeling problem, as first proposed by (Xue et al., 2003).","Most previous systems have addressed this task using linear statistical models with carefully designed features ((Peng et al., 2004); (Asahara et",1208,http://www.aclweb.org/anthology/D/D15/D15-1142.pdf
"(Zhang and Clark, 2007)",D15-1142,1208,"al., 2005); (Zhang and Clark, 2007); (Zhao et al., 2010)).","However, the primary shortcoming of these approaches is that they rely heavily on a large amount of labeled data, which is very timeconsuming and expensive to produce.",http://www.aclweb.org/anthology/D/D15/D15-1142.pdf
"(Zhao et al., 2010)",D15-1142,1208,"al., 2005); (Zhang and Clark, 2007); (Zhao et al., 2010)).","However, the primary shortcoming of these approaches is that they rely heavily on a large amount of labeled data, which is very timeconsuming and expensive to produce.",http://www.aclweb.org/anthology/D/D15/D15-1142.pdf
"(Sun and Xu, 2011)",D15-1142,"To address this problem, a number of semisupervised CWS approaches have been intensively investigated in recent years.","For example, (Sun and Xu, 2011) enhanced their segmentation results by interpolating statistics-based features derived from unlabeled data into a CRF model.","(Zeng et al., 2013a) introduced a graph-based semi-supervised joint model of Chinese word segmentation and part-of-speech tagging and regularized the learning of a linear CRF model based on the label distributions derived from unlabeled data.",http://www.aclweb.org/anthology/D/D15/D15-1142.pdf
"(Zeng et al., 2013a)",D15-1142,"For example, (Sun and Xu, 2011) enhanced their segmentation results by interpolating statistics-based features derived from unlabeled data into a CRF model.","(Zeng et al., 2013a) introduced a graph-based semi-supervised joint model of Chinese word segmentation and part-of-speech tagging and regularized the learning of a linear CRF model based on the label distributions derived from unlabeled data.","However, because monolingual unlabeled data lack natural segmenting information, most previous semi-supervised CWS methods have required certain assumptions to be made regarding their objective functions based on the researchers' personal experiences.",http://www.aclweb.org/anthology/D/D15/D15-1142.pdf
"(Xu et al., 2008)",D15-1142,2.2 Bilingual Semi-supervised CWS Methods,"Some previous work ((Xu et al., 2008); (Chang et al., 2008); (Ma and Way, 2009);(Chung et al., 2009); (Xi et al., 2012)) has been performed on leveraging bilingual unlabeled data to achieve better segmentation, although most such studies have focused on statistical machine translation (SMT).","These approaches leverage the mappings of individual English words to one or more consecutive Chinese characters either to construct a Chinese word dictionary for maximum-matching segmentation (Xu et al., 2004) or to form a labeled dataset for training a sequence labeling model (Peng et al., 2004).",http://www.aclweb.org/anthology/D/D15/D15-1142.pdf
"(Chang et al., 2008)",D15-1142,2.2 Bilingual Semi-supervised CWS Methods,"Some previous work ((Xu et al., 2008); (Chang et al., 2008); (Ma and Way, 2009);(Chung et al., 2009); (Xi et al., 2012)) has been performed on leveraging bilingual unlabeled data to achieve better segmentation, although most such studies have focused on statistical machine translation (SMT).","These approaches leverage the mappings of individual English words to one or more consecutive Chinese characters either to construct a Chinese word dictionary for maximum-matching segmentation (Xu et al., 2004) or to form a labeled dataset for training a sequence labeling model (Peng et al., 2004).",http://www.aclweb.org/anthology/D/D15/D15-1142.pdf
"(Ma and Way, 2009)",D15-1142,2.2 Bilingual Semi-supervised CWS Methods,"Some previous work ((Xu et al., 2008); (Chang et al., 2008); (Ma and Way, 2009);(Chung et al., 2009); (Xi et al., 2012)) has been performed on leveraging bilingual unlabeled data to achieve better segmentation, although most such studies have focused on statistical machine translation (SMT).","These approaches leverage the mappings of individual English words to one or more consecutive Chinese characters either to construct a Chinese word dictionary for maximum-matching segmentation (Xu et al., 2004) or to form a labeled dataset for training a sequence labeling model (Peng et al., 2004).",http://www.aclweb.org/anthology/D/D15/D15-1142.pdf
"(Chung et al., 2009)",D15-1142,2.2 Bilingual Semi-supervised CWS Methods,"Some previous work ((Xu et al., 2008); (Chang et al., 2008); (Ma and Way, 2009);(Chung et al., 2009); (Xi et al., 2012)) has been performed on leveraging bilingual unlabeled data to achieve better segmentation, although most such studies have focused on statistical machine translation (SMT).","These approaches leverage the mappings of individual English words to one or more consecutive Chinese characters either to construct a Chinese word dictionary for maximum-matching segmentation (Xu et al., 2004) or to form a labeled dataset for training a sequence labeling model (Peng et al., 2004).",http://www.aclweb.org/anthology/D/D15/D15-1142.pdf
"(Xi et al., 2012)",D15-1142,2.2 Bilingual Semi-supervised CWS Methods,"Some previous work ((Xu et al., 2008); (Chang et al., 2008); (Ma and Way, 2009);(Chung et al., 2009); (Xi et al., 2012)) has been performed on leveraging bilingual unlabeled data to achieve better segmentation, although most such studies have focused on statistical machine translation (SMT).","These approaches leverage the mappings of individual English words to one or more consecutive Chinese characters either to construct a Chinese word dictionary for maximum-matching segmentation (Xu et al., 2004) or to form a labeled dataset for training a sequence labeling model (Peng et al., 2004).",http://www.aclweb.org/anthology/D/D15/D15-1142.pdf
"(Xu et al., 2004)",D15-1142,"Some previous work ((Xu et al., 2008); (Chang et al., 2008); (Ma and Way, 2009);(Chung et al., 2009); (Xi et al., 2012)) has been performed on leveraging bilingual unlabeled data to achieve better segmentation, although most such studies have focused on statistical machine translation (SMT).","These approaches leverage the mappings of individual English words to one or more consecutive Chinese characters either to construct a Chinese word dictionary for maximum-matching segmentation (Xu et al., 2004) or to form a labeled dataset for training a sequence labeling model (Peng et al., 2004).","(Zeng et al., 2014) also used such mappings to bias a supervised segmentation model toward a better solution for SMT.",http://www.aclweb.org/anthology/D/D15/D15-1142.pdf
