marker,article,previous,current,next,link
"(Foster et al., 2006)",N07-1064,"Portage's model for P(t1s) is a log-linear combination of four main components: one or more ngram target-language models, one or more phrase translation models, a distortion (word-reordering) model, and a sentence-length feature.","The phrasebased translation model is similar to that of Koehn, with the exception that phrase probability estimates P(s|t) are smoothed using the Good-Turing technique (Foster et al., 2006).","The distortion model is also very similar to Koehn's, with the exception of a final cost to account for sentence endings.",http://www.aclweb.org/anthology/N/N07/N07-1064.pdf
"(Brown et al., 1993)",E06-1005,"As in statistical machine translation, we make modelling assumptions.","We use the IBM Model 1 (Brown et al., 1993) (uniform distribution) and the Hidden Markov Model (HMM, first-order dependency, (Vogel et al., 1996)) to estimate the alignment model.",The lexicon probability of a sentence pair is modelled as a product of single-word based probabilities of the aligned words.,http://www.aclweb.org/anthology/E/E06/E06-1005.pdf
"(TC-STAR, 2005)",E06-1005,"Here, the involved MT systems had used about 60K sentence pairs (420K running words) for training.","Finally, we also computed consensus translation from some of the submissions to the TC-STAR 2005 evaluation campaign (TC-STAR, 2005).",The TC-STAR participants had submitted translations of manually transcribed speeches from the European Parliament Plenary Sessions (EPPS).,http://www.aclweb.org/anthology/E/E06/E06-1005.pdf
"Kaplan et al., 1989)",E91-1050,"The first and last of these are to be performed by parsing and generation with natural language grammars, but, while proposals have been made to combine some of the three stages (e.g.","Kaplan et al., 1989), there are advantages in treating the intermediate, transfer, stage independently.","As an example, consider the FSs shown below:6",http://www.aclweb.org/anthology/E/E91/E91-1050.pdf
"(Shieber, 1986)",E91-1050,Conclusion,"We have presented what is to our knowledge the first formalization and implementation of a type of rule and control regime intended for use in situations where it is desired to produce the effect of transforming one feature structure into another.9 The formalism described above has been implemented as part of ISSCO's ELUM, an enhanced PATR-II style (Shieber, 1986) unification grammar environment, based on the UD system presented by Johnson and Rosner (1989).","ELU incorporates a parser and generator, and is primarily intended for use as a tool for research in machine translation.",http://www.aclweb.org/anthology/E/E91/E91-1050.pdf
"(Freund and Schapire, 1997)",W01-0726,2 System Architecture,"AdaBoost (Freund and Schapire, 1997) is a general method for obtaining a highly accurate classification rule by combining many weak classifiers, each of which may be only moderately accurate.","In designing our system, a generalized version of the AdaBoost algorithm has been used AdaBoost.MH, (Schapire and Singer, 1999), which works with very simple domain partitioning weak hypotheses (decision stumps) with confidence rated predictions.",http://www.aclweb.org/anthology/W/W01/W01-0726.pdf
"(Schapire and Singer, 1999)",W01-0726,"AdaBoost (Freund and Schapire, 1997) is a general method for obtaining a highly accurate classification rule by combining many weak classifiers, each of which may be only moderately accurate.","In designing our system, a generalized version of the AdaBoost algorithm has been used AdaBoost.MH, (Schapire and Singer, 1999), which works with very simple domain partitioning weak hypotheses (decision stumps) with confidence rated predictions.","This particular boosting algorithm is able to work efficiently in very high dimensional feature spaces, and has been applied, with significant success, to a number of NLP disambiguation tasks, such as: POS tagging, PP-attachment disambiguation, text categorization, and word sense disambiguation.",http://www.aclweb.org/anthology/W/W01/W01-0726.pdf
"(Schapire and Singer, 1999)",W01-0726,"This particular boosting algorithm is able to work efficiently in very high dimensional feature spaces, and has been applied, with significant success, to a number of NLP disambiguation tasks, such as: POS tagging, PP-attachment disambiguation, text categorization, and word sense disambiguation.","In our particular setting, weak rules are extended to arbitrarily deep decision trees following the suggestion of (Schapire and Singer, 1999) and the definition presented in (Carreras and Marquez, 2001).","These more complex weak rules allow the algorithm to work in a higher dimensional feature space that contains conjunctions of simple features, and this fact has turned out to be crucial for improving results in the present domain.",http://www.aclweb.org/anthology/W/W01/W01-0726.pdf
(2001),W05-0618,the costs of selecting a pair of labels for two related objects3.,"Chekuri et al (2001) proposed an integer linear programming (ILP) formulation of the metric labeling problem, with both assignment cost and separation costs being modeled as binary variables of the linear cost function.","Recently, Roth & Yih (2004) applied an ILP model to the task of the simultaneous assignment of semantic roles to the entities mentioned in a sentence and recognition of the relations holding between them.",http://www.aclweb.org/anthology/W/W05/W05-0618.pdf
(1991),W15-0302,Early discussion about interpreting epistemic phrases as hedges originated in the analysis I think.,"Particularly, Thompson and Mulac (1991) consider this epistemic phrase has achieved a hedging state through a process of grammaticalization.","Their view is that I think is roughly similar to maybe when used to express the degree of speaker commitment, thus comprising a grammatical sub-category of adverbs.",http://www.aclweb.org/anthology/W/W15/W15-0302.pdf
"(Scheibman, 2001)",W15-0302,"Scheibman (2001), Karkkainen (2010) and Wierzbicka (2006) showed that first person epistemic phrases used to express personal stance are highly frequent in various registers in contemporary English.","They also describe particular properties of these phrases such as: a) representing the speaker's attitude with respect to the subsequent piece of discourse in contrast to when third person is used, there the piece of discourse is seen as a description (Scheibman, 2001), b) it comprises explicitly subjective claims in contrast to impersonal expressions where the hedging source is obscure (Hyland, 1998) , c) used to express knowledge states, as a boundary marker for turn-taking in conversation, a speaker's perspective marker, and as a way to align the speaker's with the listener's stance (Karkkainen, 2010).","Besides, Wierzbicka (2006) suggests that this category of phrases merits recognition as a major grammatical and semantic class in modern English.",http://www.aclweb.org/anthology/W/W15/W15-0302.pdf
"Strong, Lee, Wang, 1997, ",N03-2033,Table 1.,"Information Quality Dimensions (Source: Strong, Lee, Wang, 1997, p.39)",Empirical attempts to assess quality have primarily focused on counting hyperlinks in a networked environment.,http://www.aclweb.org/anthology/N/N03/N03-2033.pdf
